,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43
Alicia_Sad.png,0.41834479570388794,0.1712626963853836,0.07265649735927582,0.4044610857963562,0.16979745030403137,0.0,0.1627066731452942,0.1010546088218689,0.0,0.27520474791526794,0.4200528860092163,0.5585648417472839,0.6213610768318176,1.0,0.4999738931655884,0.6447030305862427,0.6300345063209534,0.23523877561092377,0.17343035340309143,0.13813725113868713
Damia_CryingOpenMouthed.png,0.3133147060871124,0.18132679164409637,0.799403190612793,0.22588811814785004,0.7556665539741516,1.0,0.8052322864532471,0.9929244518280029,0.0,0.7327677607536316,0.3349309265613556,0.4295722544193268,0.2185790091753006,1.0,0.22752425074577332,0.00958709605038166,0.9997971653938293,0.7824166417121887,0.027794476598501205,0.8788403868675232
Jose_NearlyCrying.png,0.4583616256713867,0.40551185607910156,0.5105520486831665,0.426862895488739,0.10490565747022629,0.0,0.1183166652917862,0.510233461856842,0.0,0.07170985639095306,0.3032541275024414,0.8500078320503235,0.671217143535614,0.0,0.5968795418739319,0.8057970404624939,0.06228235363960266,0.10630475729703903,0.45761290192604065,0.06398282200098038
Ramon_NearlyCrying.png,0.5042051672935486,0.11656146496534348,0.7550647854804993,0.4421100318431854,0.081891730427742,0.0,0.13415570557117462,0.1242825835943222,1.0,0.02194233238697052,0.3015502393245697,0.3708384037017822,0.5078414678573608,0.0,0.5154471397399902,0.6301795244216919,0.11816804856061935,0.07314645498991013,0.3248397409915924,0.018843570724129677
Catalina_CryingOpenMouthed.png,0.3791036307811737,0.11650963872671127,0.7080186605453491,0.3565514385700226,0.12820425629615784,0.0,0.1599550098180771,0.10017566382884979,0.0,0.06128062680363655,0.13474911451339722,0.1415088176727295,0.5170248746871948,0.0,0.32009848952293396,0.03567686304450035,0.9979524612426758,0.5778300166130066,0.08249693363904953,0.09846018254756927
Damia_Sad.png,0.7027853727340698,0.3917156457901001,0.15189585089683533,0.2712497115135193,0.5522710084915161,1.0,0.4513086676597595,0.521625280380249,1.0,0.7080064415931702,0.43594685196876526,0.8327120542526245,0.7495834827423096,0.0,0.6328232884407043,0.6849511861801147,0.9858894348144531,0.4850984811782837,0.042745135724544525,0.18485504388809204
Maria_Miserable.png,0.4993833899497986,0.34505173563957214,0.5918962955474854,0.4643299877643585,0.05998356267809868,0.0,0.1112360879778862,0.06195930764079094,0.0,0.017223896458745003,0.14427119493484497,0.13516294956207275,0.5879241824150085,0.0,0.5546283721923828,0.701885461807251,0.534663736820221,0.3811332881450653,0.12503820657730103,0.05954407900571823
Mateu_NearlyCrying.png,0.7294727563858032,0.3850363492965698,0.6143918633460999,0.37932419776916504,0.04494442418217659,0.0,0.14660456776618958,0.011392011307179928,1.0,0.010211863555014133,0.12750758230686188,0.3757515251636505,0.4831904172897339,0.0,0.5807907581329346,0.5744047164916992,0.1277713030576706,0.23638921976089478,0.242544025182724,0.03155378997325897
Damia_CryingClosedMouth.png,0.45833417773246765,0.14799945056438446,0.5007273554801941,0.23160049319267273,0.40107718110084534,0.0,0.6840572953224182,0.43965944647789,0.0,0.19439071416854858,0.4037376046180725,0.720898449420929,0.7245662212371826,0.0,0.7213413119316101,0.8048397302627563,0.9419208765029907,0.3936076760292053,0.40779557824134827,0.9288098812103271
Ramon_CryingOpenMouthed.png,0.38221681118011475,0.09228515625,0.9284301996231079,0.22784993052482605,0.23302093148231506,1.0,0.7039567828178406,0.16682913899421692,1.0,0.03429759666323662,0.362343966960907,0.41128668189048767,0.47140932083129883,1.0,0.4569564461708069,0.028549283742904663,0.99898761510849,0.8026885390281677,0.13860902190208435,0.6860774159431458
Catalina_Miserable.png,0.7920905947685242,0.6925005912780762,0.3113538324832916,0.7640366554260254,0.061541639268398285,0.0,0.0971827283501625,0.004758003633469343,0.0,0.011980097740888596,0.16188368201255798,0.5715224146842957,0.4600590467453003,0.0,0.20621035993099213,0.3571169376373291,0.18470999598503113,0.12358666211366653,0.16288235783576965,0.12892791628837585
Alicia_SuppressedSadness.png,0.39776840806007385,0.13786016404628754,0.13467271625995636,0.4075152277946472,0.11271157115697861,0.0,0.16027206182479858,0.06802545487880707,0.0,0.12095823138952255,0.41451525688171387,0.5077143907546997,0.615405797958374,0.0,0.6334092020988464,0.6234320998191833,0.11867381632328033,0.4451429843902588,0.29594606161117554,0.06897241622209549
Sebastiana_SuppressedSadness.png,0.5998241305351257,0.24936313927173615,0.20628546178340912,0.3295019567012787,0.11836952716112137,0.0,0.1285063475370407,0.007459460292011499,1.0,0.05791661888360977,0.2134750932455063,0.3120296895503998,0.4971824884414673,0.0,0.3499680459499359,0.47630220651626587,0.03991110622882843,0.14690981805324554,0.3321678936481476,0.05904560908675194
Cristina_Sad.png,0.37562212347984314,0.18808063864707947,0.7055797576904297,0.3245842158794403,0.24489323794841766,1.0,0.13952018320560455,0.056419648230075836,1.0,0.37560194730758667,0.5741792321205139,0.26723790168762207,0.5711737275123596,0.0,0.5103214383125305,0.45890724658966064,0.8785839676856995,0.6113789081573486,0.5283352732658386,0.057886604219675064
Catalina_CryingClosedMouth.png,0.5071024298667908,0.2516750991344452,0.625734806060791,0.3651385009288788,0.07389028370380402,1.0,0.09971101582050323,0.01728498376905918,0.0,0.017230402678251266,0.21939297020435333,0.2278382033109665,0.49438372254371643,0.0,0.5027884840965271,0.42834529280662537,0.013418075628578663,0.18205934762954712,0.17370671033859253,0.10739359259605408
Damia_Miserable.png,0.6024261116981506,0.42548829317092896,0.48490914702415466,0.3736487627029419,0.17750486731529236,0.0,0.21270900964736938,0.7686054110527039,0.0,0.17636539041996002,0.2977809011936188,0.4275493025779724,0.584884524345398,0.0,0.30722880363464355,0.5888623595237732,0.9456503391265869,0.6780245304107666,0.22902143001556396,0.038750387728214264
Mateu_CryingClosedMouth.png,0.3212633430957794,0.23989956080913544,0.6412515640258789,0.24668240547180176,0.04806141555309296,1.0,0.2940223217010498,0.005056827794760466,1.0,0.011321612633764744,0.16934506595134735,0.40319111943244934,0.6190316677093506,0.0,0.48793932795524597,0.653464138507843,0.9362655878067017,0.5990777015686035,0.2508155405521393,0.7806975841522217
Lluis_NearlyCrying.png,0.37367844581604004,0.23253342509269714,0.5568621158599854,0.37714213132858276,0.06895644962787628,0.0,0.11673495918512344,0.007360841613262892,1.0,0.014256192371249199,0.25475090742111206,0.587813138961792,0.5484640598297119,0.0,0.5989533066749573,0.5252026915550232,0.015068982727825642,0.0848311260342598,0.06572061032056808,0.038482747972011566
Wanda_Miserable.png,0.557651698589325,0.45444008708000183,0.5307949185371399,0.40089181065559387,0.06725602596998215,0.0,0.11257193982601166,0.01036941446363926,0.0,0.018202774226665497,0.1256190985441208,0.15864309668540955,0.5154643058776855,0.0,0.5380704998970032,0.4863872528076172,0.22415770590305328,0.3412904441356659,0.4135429561138153,0.06971073895692825
Joana_NearlyCrying.png,0.28278204798698425,0.22643707692623138,0.23512950539588928,0.4888240694999695,0.04205120727419853,0.0,0.11863872408866882,0.00019732477085199207,1.0,0.013193326070904732,0.08942417800426483,0.5688640475273132,0.45306190848350525,0.0,0.5074044466018677,0.5841969847679138,0.8439977765083313,0.31989744305610657,0.07888225466012955,0.04070807993412018
Joana_Sad.png,0.38962119817733765,0.11960244178771973,0.4948514997959137,0.6808207631111145,0.05752613767981529,0.0,0.09358640760183334,0.1113598570227623,1.0,0.03483706712722778,0.2939460873603821,0.3541538417339325,0.33487194776535034,1.0,0.7376405596733093,0.48723408579826355,0.9785150289535522,0.4016173183917999,0.2641596496105194,0.02965530753135681
Isabel_CryingClosedMouth.png,0.17467427253723145,0.24596139788627625,0.6835313439369202,0.23924362659454346,0.157083198428154,0.0,0.3628832995891571,0.029785804450511932,1.0,0.07856861501932144,0.2957158088684082,0.09570538997650146,0.6052042245864868,0.0,0.5919823050498962,0.6048552393913269,0.03942233696579933,0.19896648824214935,0.06701847165822983,0.8350631594657898
Francisca_CryingOpenMouthed.png,0.42844924330711365,0.35139140486717224,0.5394878387451172,0.35695669054985046,0.18079353868961334,0.0,0.2725062668323517,0.10072756558656693,1.0,0.05749305710196495,0.2361651062965393,0.5012412071228027,0.5152584314346313,1.0,0.6554951071739197,0.12763573229312897,0.9712953567504883,0.6256868243217468,0.09759055078029633,0.1636033058166504
Sebastiana_Sad.png,0.5751208662986755,0.27615612745285034,0.42182615399360657,0.33150437474250793,0.23924507200717926,0.0,0.11732161045074463,0.46895357966423035,1.0,0.21590662002563477,0.38910791277885437,0.4016881585121155,0.5012946724891663,1.0,0.4333376884460449,0.4215780794620514,0.4133298099040985,0.30735722184181213,0.24757662415504456,0.07703875005245209
Cristina_Miserable.png,0.45684608817100525,0.4491163492202759,0.571201503276825,0.4028862714767456,0.050747569650411606,0.0,0.09652439504861832,0.0033465262968093157,1.0,0.019267037510871887,0.10203011333942413,0.40365782380104065,0.5746017694473267,0.0,0.5268078446388245,0.6845628023147583,0.26945286989212036,0.5311358571052551,0.6619533896446228,0.04221426323056221
Tomeu_Miserable.png,0.33491212129592896,0.12221606820821762,0.3579047918319702,0.41423842310905457,0.06712917238473892,0.0,0.14483019709587097,0.009210096672177315,0.0,0.00908381026238203,0.1833627074956894,0.26158541440963745,0.49029064178466797,0.0,0.44204506278038025,0.513735830783844,0.042371224611997604,0.08608505129814148,0.2595389783382416,0.07266315817832947
Francisca_CryingClosedMouth.png,0.5671833753585815,0.425975501537323,0.2692278325557709,0.384061336517334,0.0837668776512146,0.0,0.12868721783161163,0.00688239187002182,0.0,0.03608810529112816,0.20764945447444916,0.6627650260925293,0.5943427085876465,0.0,0.5884007215499878,0.818224310874939,0.012310261838138103,0.08297734707593918,0.5209490060806274,0.12854140996932983
Tomeu_NearlyCrying.png,0.23017250001430511,0.18545490503311157,0.5274031758308411,0.4084515869617462,0.07681454718112946,0.0,0.13098332285881042,0.011692656204104424,1.0,0.01455535925924778,0.13796518743038177,0.5670176148414612,0.5880102515220642,0.0,0.26661592721939087,0.5597347021102905,0.0059729078784585,0.10000558197498322,0.3409077525138855,0.06837014853954315
Pere_CryingOpenMouthed.png,0.25482791662216187,0.18185776472091675,0.5352203249931335,0.22941748797893524,0.8423517346382141,0.0,0.6467454433441162,0.04249664023518562,0.0,0.64848792552948,0.7355731129646301,0.5336012244224548,0.3544216752052307,1.0,0.22178228199481964,0.019714437425136566,0.9998133778572083,0.7311062812805176,0.1365821361541748,0.8981788754463196
Maria_CryingOpenMouthed.png,0.406065970659256,0.17598944902420044,0.7679818868637085,0.287047803401947,0.20712153613567352,0.0,0.3816714882850647,0.49061110615730286,0.0,0.0757104903459549,0.22165195643901825,0.10331736505031586,0.26642662286758423,1.0,0.3114113211631775,0.021250877529382706,0.9996046423912048,0.8721161484718323,0.015993626788258553,0.770129382610321
Alicia_Miserable.png,0.4175328016281128,0.3904988467693329,0.2817845940589905,0.4144376814365387,0.06289021670818329,0.0,0.09499195963144302,0.0013841590844094753,0.0,0.02006167732179165,0.09972468763589859,0.47172126173973083,0.5869112014770508,0.0,0.6154544949531555,0.5843096971511841,0.6007794737815857,0.24143795669078827,0.2943914830684662,0.10053355991840363
Wanda_SuppressedSadness.png,0.5033925175666809,0.18196670711040497,0.8122696876525879,0.4067889451980591,0.09424532949924469,0.0,0.19586119055747986,0.09364331513643265,0.0,0.04215899109840393,0.24650493264198303,0.22810277342796326,0.4320284426212311,0.0,0.49387794733047485,0.5040274262428284,0.03167403116822243,0.09571975469589233,0.6838752627372742,0.041254039853811264
Mateu_Miserable.png,0.7432276010513306,0.396964967250824,0.4122580885887146,0.38856983184814453,0.04686509445309639,0.0,0.10787366330623627,0.004069457296282053,0.0,0.014192552305758,0.09520141780376434,0.5110284686088562,0.5205968022346497,0.0,0.5419467091560364,0.5421282052993774,0.5323967933654785,0.8008410930633545,0.2589905560016632,0.0245297159999609
Alicia_NearlyCrying.png,0.43215832114219666,0.32247790694236755,0.1516345739364624,0.41270917654037476,0.06205611675977707,0.0,0.12736469507217407,0.0021934437099844217,0.0,0.021174278110265732,0.0921410545706749,0.3887755274772644,0.5550310015678406,0.0,0.5166255235671997,0.5029961466789246,0.27284830808639526,0.06456349045038223,0.21314802765846252,0.09629503637552261
Francisca_Sad.png,0.6377986073493958,0.2276620715856552,0.32947471737861633,0.7384751439094543,0.0932060107588768,1.0,0.08872095495462418,0.031636934727430344,0.0,0.11135886609554291,0.33185938000679016,0.5228670835494995,0.6052122712135315,0.0,0.7036728858947754,0.8066434860229492,0.10553323477506638,0.08461793512105942,0.42341533303260803,0.03313408046960831
Simona_Sad.png,0.6252738833427429,0.5331693887710571,0.17600183188915253,0.6759746670722961,0.17093291878700256,0.0,0.12609991431236267,0.05661207437515259,0.0,0.24499410390853882,0.503811776638031,0.26780638098716736,0.6867985129356384,0.0,0.6288394927978516,0.7208874821662903,0.9383450746536255,0.34395506978034973,0.47755637764930725,0.0710344985127449
Sebastiana_CryingOpenMouthed.png,0.5721548795700073,0.3018167018890381,0.6416074633598328,0.2258472442626953,0.20736141502857208,0.0,0.33011701703071594,0.32595568895339966,0.0,0.038304757326841354,0.15639549493789673,0.29264771938323975,0.42086994647979736,1.0,0.3656429946422577,0.02999887429177761,0.9986679553985596,0.6968405842781067,0.05990124121308327,0.7984511256217957
Dave_CryingClosedMouth.png,0.26482677459716797,0.1831749677658081,0.7894322872161865,0.2553395628929138,0.06289412081241608,0.0,0.35614854097366333,0.0069715590216219425,0.0,0.014879591763019562,0.2856166660785675,0.32524943351745605,0.6893953084945679,0.0,0.8238527774810791,0.782224178314209,0.008320581167936325,0.08667348325252533,0.4269009828567505,0.90512615442276
Isabel_CryingOpenMouthed.png,0.23833157122135162,0.17690184712409973,0.930570662021637,0.23016302287578583,0.17911018431186676,1.0,0.3380192518234253,0.02630375325679779,0.0,0.07734043151140213,0.12328918278217316,0.2517786920070648,0.3945230543613434,1.0,0.38909146189689636,0.041889503598213196,0.999750554561615,0.6834908127784729,0.021502789109945297,0.8628981113433838
Pere_NearlyCrying.png,0.1864926964044571,0.25133857131004333,0.4915213882923126,0.262930691242218,0.6384539008140564,1.0,0.42123547196388245,0.012661336921155453,0.0,0.527258038520813,0.26664039492607117,0.6490657925605774,0.6414555907249451,0.0,0.31775611639022827,0.2496175616979599,0.2407306432723999,0.40304267406463623,0.18893921375274658,0.18252335488796234
Wanda_CryingClosedMouth.png,0.4552689492702484,0.21122342348098755,0.619700014591217,0.3623632490634918,0.12140902876853943,1.0,0.11795658618211746,0.0114676458761096,0.0,0.04141654819250107,0.257000207901001,0.11176960170269012,0.4978860318660736,0.0,0.6545058488845825,0.5967569947242737,0.056967101991176605,0.30999812483787537,0.513312041759491,0.15306976437568665
Lluis_CryingOpenMouthed.png,0.4265003204345703,0.12595234811306,0.8728709816932678,0.23918327689170837,0.2608988583087921,0.0,0.3390572667121887,0.8332079648971558,1.0,0.07067319750785828,0.27610331773757935,0.23581130802631378,0.24060006439685822,1.0,0.3459307551383972,0.0075526004657149315,0.9999891519546509,0.755935549736023,0.05710715427994728,0.7870779037475586
Cristina_SuppressedSadness.png,0.34894344210624695,0.24509349465370178,0.8213373422622681,0.3447911739349365,0.1194198876619339,1.0,0.13314248621463776,0.10371991991996765,1.0,0.07221579551696777,0.5026360154151917,0.23019543290138245,0.5882768034934998,0.0,0.4685242474079132,0.5681279301643372,0.07267018407583237,0.13982757925987244,0.4511680006980896,0.0654108077287674
Kurt_Miserable.png,0.34133851528167725,0.3263501524925232,0.507111132144928,0.3808864653110504,0.04719043895602226,0.0,0.11208348721265793,0.10542014986276627,1.0,0.013722493313252926,0.19922523200511932,0.3943670988082886,0.5639696717262268,0.0,0.3429984152317047,0.584237277507782,0.9309266805648804,0.5726473331451416,0.06728973239660263,0.01998104900121689
Dave_NearlyCrying.png,0.387431263923645,0.22998835146427155,0.3929568827152252,0.40471941232681274,0.05181435868144035,0.0,0.12472250312566757,0.0057790870778262615,0.0,0.009355364367365837,0.1862465888261795,0.4726622998714447,0.5678752064704895,0.0,0.5897571444511414,0.646336019039154,0.015357905998826027,0.09828297048807144,0.06398209184408188,0.043857622891664505
Kurt_CryingClosedMouth.png,0.3998109698295593,0.11953681707382202,0.9151731729507446,0.22410467267036438,0.07197178155183792,0.0,0.4372265636920929,0.6122548580169678,0.0,0.0347423255443573,0.5322540998458862,0.6939511299133301,0.7097610831260681,0.0,0.732763409614563,0.6917120218276978,0.0745004191994667,0.3830423057079315,0.08862872421741486,0.7540884017944336
Allan_Miserable.png,0.8642483353614807,0.5197494626045227,0.21885494887828827,0.4292020797729492,0.08060012012720108,0.0,0.10479767620563507,0.41928017139434814,0.0,0.024184299632906914,0.1592133343219757,0.5359682440757751,0.593343198299408,0.0,0.5550951361656189,0.797512948513031,0.034249987453222275,0.4218199551105499,0.5169672966003418,0.07094193249940872
Catalina_NearlyCrying.png,0.8091126680374146,0.6651860475540161,0.2367236167192459,0.390841007232666,0.07825131714344025,0.0,0.1474238485097885,0.12934386730194092,1.0,0.01133021991699934,0.15254588425159454,0.755108654499054,0.4940703511238098,0.0,0.44638338685035706,0.3888227343559265,0.5840994119644165,0.15664827823638916,0.18935687839984894,0.11085826903581619
Joana_CryingOpenMouthed.png,0.4481811821460724,0.14651842415332794,0.6678720116615295,0.3579241633415222,0.14816713333129883,0.0,0.2797754406929016,0.1041121855378151,1.0,0.01998727209866047,0.22912757098674774,0.4914437234401703,0.480499804019928,1.0,0.4679233431816101,0.011683051474392414,0.9918351173400879,0.8843603730201721,0.045400697737932205,0.07037514448165894
Isabel_NearlyCrying.png,0.30163827538490295,0.38557446002960205,0.8453524112701416,0.354550302028656,0.07419788837432861,0.0,0.10322317481040955,0.016662007197737694,1.0,0.01722271740436554,0.11005180329084396,0.29671791195869446,0.5263611674308777,0.0,0.4475615620613098,0.6118330955505371,0.010921461507678032,0.38114336133003235,0.06723646819591522,0.05045292153954506
Simona_SuppressedSadness.png,0.5499464273452759,0.4857957363128662,0.19758237898349762,0.7466654181480408,0.10379849374294281,0.0,0.16289475560188293,0.040913037955760956,0.0,0.07778889685869217,0.3640521764755249,0.2340366393327713,0.603534996509552,0.0,0.38454756140708923,0.5547522902488708,0.3633527159690857,0.14075876772403717,0.5192378163337708,0.08227552473545074
Ramon_Miserable.png,0.46365809440612793,0.12942293286323547,0.7715604901313782,0.46266740560531616,0.05657430365681648,0.0,0.12511226534843445,0.006806486751884222,0.0,0.01068241335451603,0.18394093215465546,0.24273356795310974,0.5249888896942139,0.0,0.4584015905857086,0.4767456650733948,0.46993571519851685,0.40269434452056885,0.3129732310771942,0.038191523402929306
Pere_SuppressedSadness.png,0.28491753339767456,0.15056806802749634,0.35794079303741455,0.26220571994781494,0.7542716264724731,0.0,0.4262241721153259,0.26996371150016785,0.0,0.7387470006942749,0.7550348043441772,0.44881922006607056,0.6959789395332336,1.0,0.4276087284088135,0.3256899416446686,0.6486566066741943,0.38882583379745483,0.28565776348114014,0.44265908002853394
Wanda_Sad.png,0.4294184148311615,0.2988763451576233,0.6297492980957031,0.3578832149505615,0.09520190954208374,0.0,0.1718275547027588,0.014859606511890888,0.0,0.03950285166501999,0.2585568130016327,0.3797689974308014,0.5029432773590088,0.0,0.48855945467948914,0.3943128287792206,0.16783861815929413,0.2590861916542053,0.3389759957790375,0.05600825324654579
Lluis_Miserable.png,0.5439749360084534,0.26274457573890686,0.2806749939918518,0.3967055678367615,0.06249762326478958,0.0,0.12685729563236237,0.027189265936613083,0.0,0.015125754289329052,0.1556035876274109,0.2632274329662323,0.5590274930000305,0.0,0.5639021396636963,0.5003845691680908,0.6332244277000427,0.22810576856136322,0.21003520488739014,0.029515964910387993
Pere_CryingClosedMouth.png,0.1906261146068573,0.11154136061668396,0.6034281253814697,0.2658410966396332,0.7852979898452759,1.0,0.4791419208049774,0.00734855979681015,0.0,0.5362966656684875,0.43372780084609985,0.5692193508148193,0.7257910966873169,0.0,0.33032310009002686,0.351703017950058,0.9782359600067139,0.4420683681964874,0.18059588968753815,0.9024384021759033
Joana_SuppressedSadness.png,0.22389696538448334,0.1840938776731491,0.35494083166122437,0.4245016574859619,0.06135328486561775,0.0,0.09092508256435394,0.08543822169303894,1.0,0.03132588416337967,0.3082966208457947,0.23244497179985046,0.565256655216217,0.0,0.7998318076133728,0.7072213292121887,0.6178417801856995,0.5227941274642944,0.441593736410141,0.04138967767357826
Pere_Miserable.png,0.2885058522224426,0.20824553072452545,0.5216816663742065,0.24847666919231415,0.4329953193664551,1.0,0.4454493522644043,0.3725886940956116,0.0,0.2121513932943344,0.21062155067920685,0.5470827221870422,0.6140559911727905,0.0,0.48140835762023926,0.4153233468532562,0.3938003480434418,0.43387025594711304,0.02801596000790596,0.20415928959846497
Allan_SuppressedSadness.png,0.8167782425880432,0.5703024864196777,0.1170399859547615,0.6953306198120117,0.22463655471801758,1.0,0.26139989495277405,0.3333606421947479,1.0,0.4270321726799011,0.5678699016571045,0.6861994862556458,0.7710068225860596,0.0,0.601610004901886,0.7287338376045227,0.02171221189200878,0.12168633192777634,0.5281868577003479,0.07565061748027802
Wanda_NearlyCrying.png,0.4720251262187958,0.20126990973949432,0.9249405860900879,0.3897984027862549,0.08746110647916794,0.0,0.18402265012264252,0.022824062034487724,0.0,0.02126557193696499,0.1966317594051361,0.4677108824253082,0.4185030460357666,0.0,0.4252627193927765,0.30715546011924744,0.022400759160518646,0.28667905926704407,0.5005537271499634,0.04628320783376694
Lluis_SuppressedSadness.png,0.44727420806884766,0.35159972310066223,0.18347249925136566,0.32527878880500793,0.13169454038143158,0.0,0.12597662210464478,0.010740481317043304,1.0,0.10759863257408142,0.4318802058696747,0.28902101516723633,0.4712561368942261,0.0,0.44918301701545715,0.45878928899765015,0.10489238053560257,0.06032893434166908,0.2411489337682724,0.027739495038986206
Dave_CryingOpenMouthed.png,0.32069316506385803,0.20970605313777924,0.9164717793464661,0.25724926590919495,0.17861007153987885,0.0,0.5440163612365723,0.01286627259105444,0.0,0.021059103310108185,0.22103111445903778,0.4929965138435364,0.3133535385131836,1.0,0.43109601736068726,0.022302502766251564,0.9912635087966919,0.8571747541427612,0.03487151116132736,0.845861554145813
Kurt_CryingOpenMouthed.png,0.40369686484336853,0.17647838592529297,0.9367884397506714,0.25377601385116577,0.19369754195213318,0.0,0.772844672203064,0.6415714025497437,0.0,0.019227858632802963,0.23900502920150757,0.522573709487915,0.48542532324790955,1.0,0.4553266763687134,0.034043435007333755,0.9998856782913208,0.9390786290168762,0.03199327737092972,0.845714271068573
Allan_CryingClosedMouth.png,0.3332825005054474,0.3082103431224823,0.4579063951969147,0.24831414222717285,0.40349990129470825,1.0,0.6801422834396362,0.2985832393169403,1.0,0.300997257232666,0.4223368465900421,0.8220288753509521,0.780902624130249,0.0,0.5289129614830017,0.9007127285003662,0.11013014614582062,0.214019775390625,0.516611635684967,0.8673871755599976
Kurt_Sad.png,0.5206126570701599,0.2782929837703705,0.6987286806106567,0.3478003740310669,0.07039480656385422,0.0,0.16294962167739868,0.0023384555242955685,0.0,0.04797893017530441,0.2772673964500427,0.11701080948114395,0.5664103031158447,0.0,0.47488778829574585,0.5477113723754883,0.9164870977401733,0.5257225632667542,0.14709851145744324,0.05675598978996277
Maria_SuppressedSadness.png,0.5674871206283569,0.32725846767425537,0.49505195021629333,0.44844165444374084,0.07589235156774521,0.0,0.14326974749565125,0.011913619004189968,0.0,0.06319720298051834,0.30678969621658325,0.3697386384010315,0.4735518991947174,0.0,0.2858390808105469,0.5892185568809509,0.03516029193997383,0.24438244104385376,0.12015771120786667,0.04202112928032875
Allan_NearlyCrying.png,0.8400974273681641,0.3969438374042511,0.3091370463371277,0.7245766520500183,0.08126160502433777,0.0,0.12441355735063553,0.8193694949150085,1.0,0.03702104836702347,0.3187042772769928,0.5613054037094116,0.6402500867843628,0.0,0.3917691707611084,0.6798278093338013,0.025779008865356445,0.3555363118648529,0.20445890724658966,0.0714317262172699
